customer_id,signup_date,age,gender,country,plan_type,monthly_fee
C003657,2021-11-21,38,Female,Brazil,Basic,9.99
C003658,2021-11-29,18,Female,Australia,Standard,19.99
C003659,2020-07-16,39,Non-Binary,India,Premium,39.99
C003660,2021-06-22,64,Male,Australia,Standard,19.99
C003661,2020-02-22,33,Non-Binary,USA,Basic,9.99
C003662,2022-07-25,29,Male,USA,Premium,39.99
C003663,2020-09-15,42,Female,UK,Standard,19.99
C003664,2020-06-18,41,Non-Binary,USA,Premium,39.99
C003665,2022-11-12,52,Male,USA,Standard,19.99
C003666,2024-05-08,22,Male,USA,Premium,39.99
C003667,2022-12-12,46,Non-Binary,Australia,Standard,19.99
C003668,2022-12-22,45,Non-Binary,USA,Standard,19.99
C003669,2023-01-09,36,Male,France,Enterprise,99.99
C003670,2020-12-07,42,Female,USA,Standard,19.99
C003671,2023-07-24,50,Non-Binary,India,Basic,9.99
C003672,2024-03-18,48,Non-Binary,USA,Enterprise,99.99
C003673,2023-06-02,24,Female,India,Basic,9.99
C003674,2022-03-31,47,Female,UK,Standard,19.99
C003675,2022-05-12,37,Female,Canada,Basic,9.99
C003676,2021-09-06,38,Male,USA,Premium,39.99
C003677,2023-09-30,38,Female,USA,Premium,39.99
C003678,2023-05-01,36,Male,USA,Standard,19.99
C003679,2020-10-21,52,Female,India,Premium,39.99
C003680,2024-07-10,36,Male,UK,Basic,9.99
C003681,2022-05-08,24,Female,Germany,Basic,9.99
C003682,2021-12-18,33,Male,USA,Enterprise,99.99
C003683,2020-10-14,40,Female,USA,Premium,39.99
C003684,2023-10-08,52,Male,USA,Basic,9.99
C003685,2021-07-18,45,Female,USA,Basic,9.99
C003686,2021-09-29,27,Non-Binary,USA,Standard,19.99
C003687,2022-08-22,67,Male,France,Basic,9.99
C003688,2020-09-12,41,Non-Binary,Australia,Standard,19.99
C003689,2020-05-24,53,Non-Binary,UK,Basic,9.99
C003690,2020-03-24,36,Female,India,Basic,9.99
C003691,2023-07-07,44,Female,UK,Basic,9.99
C003692,2023-12-24,48,Non-Binary,India,Standard,19.99
C003693,2021-08-19,52,Male,Canada,Basic,9.99
C003694,2024-02-07,50,Non-Binary,Brazil,Premium,39.99
C003695,2021-05-09,48,Non-Binary,Canada,Premium,39.99
C003696,2022-06-04,34,Female,USA,Basic,9.99
C003697,2024-04-25,31,Female,India,Premium,39.99
C003698,2021-05-30,41,Non-Binary,Canada,Standard,19.99
C003699,2024-09-08,49,Female,Brazil,Basic,9.99
C003700,2020-07-26,35,Non-Binary,India,Basic,9.99
C003701,2022-10-10,50,Male,Germany,Standard,19.99
C003702,2020-07-31,55,Non-Binary,Canada,Standard,19.99
C003703,2023-03-04,27,Female,Germany,Premium,39.99
C003704,2023-09-29,27,Female,USA,Basic,9.99
C003705,2024-09-12,36,Non-Binary,Brazil,Standard,19.99
C003706,2020-08-28,41,Male,UK,Standard,19.99
C003707,2023-05-21,31,Female,India,Premium,39.99
C003708,2020-03-22,54,Female,Germany,Standard,19.99
C003709,2022-08-01,43,Non-Binary,India,Basic,9.99
C003710,2022-03-27,38,Non-Binary,Australia,Standard,19.99
C003711,2020-02-22,20,Male,Germany,Basic,9.99
C003712,2021-11-04,22,Male,USA,Standard,19.99
C003713,2020-02-28,41,Non-Binary,Canada,Premium,39.99
C003714,2022-01-04,18,Non-Binary,UK,Enterprise,99.99
C003715,2021-05-24,50,Female,UK,Basic,9.99
C003716,2022-07-27,36,Non-Binary,Brazil,Basic,9.99
C003717,2024-06-13,76,Male,USA,Premium,39.99
C003718,2023-01-25,65,Non-Binary,UK,Standard,19.99
C003719,2021-12-14,35,Male,India,Premium,39.99
C003720,2021-11-14,36,Female,Germany,Premium,39.99
C003721,2024-09-08,49,Male,UK,Basic,9.99
C003722,2024-01-18,58,Male,Germany,Basic,9.99
C003723,2022-10-15,18,Non-Binary,USA,Basic,9.99
C003724,2021-06-26,18,Non-Binary,Canada,Basic,9.99
C003725,2022-06-15,30,Female,Australia,Enterprise,99.99
C003726,2021-10-23,44,Male,USA,Standard,19.99
C003727,2022-11-02,43,Non-Binary,Germany,Basic,9.99
C003728,2023-02-20,50,Non-Binary,USA,Standard,19.99
C003729,2020-06-04,23,Male,USA,Premium,39.99
C003730,2023-09-20,18,Female,India,Basic,9.99
C003731,2021-11-27,48,Non-Binary,UK,Basic,9.99
C003732,2022-02-27,28,Male,India,Premium,39.99
C003733,2024-06-23,18,Female,Germany,Enterprise,99.99
C003734,2021-10-25,39,Male,UK,Basic,9.99
C003735,2023-01-27,47,Male,France,Basic,9.99
C003736,2022-10-09,36,Male,India,Enterprise,99.99
C003737,2021-05-17,32,Male,UK,Premium,39.99
C003738,2020-10-24,36,Male,USA,Enterprise,99.99
C003739,2024-10-22,33,Non-Binary,Canada,Standard,19.99
C003740,2023-02-13,21,Non-Binary,Brazil,Basic,9.99
C003741,2021-01-16,29,Non-Binary,Germany,Standard,19.99
C003742,2022-03-03,44,Non-Binary,USA,Premium,39.99
C003743,2022-01-15,41,Female,UK,Basic,9.99
C003744,2021-04-25,40,Female,Canada,Basic,9.99
C003745,2023-11-20,26,Male,UK,Premium,39.99
C003746,2023-12-09,35,Male,Australia,Standard,19.99
C003747,2020-07-16,18,Non-Binary,France,Standard,19.99
C003748,2020-08-02,40,Non-Binary,USA,Basic,9.99
C003749,2023-12-08,55,Non-Binary,Brazil,Premium,39.99
C003750,2021-04-03,20,Female,USA,Premium,39.99
C003751,2022-07-31,30,Non-Binary,UK,Standard,19.99
C003752,2020-05-12,41,Male,USA,Standard,19.99
C003753,2023-08-24,53,Male,India,Standard,19.99
C003754,2023-12-17,32,Male,USA,Basic,9.99
C003755,2024-01-12,29,Female,Germany,Enterprise,99.99
C003756,2024-01-30,18,Male,France,Standard,19.99
C003757,2023-12-13,39,Male,Brazil,Basic,9.99
C003758,2022-07-14,62,Female,Canada,Standard,19.99
C003759,2021-11-07,41,Male,Germany,Premium,39.99
C003760,2022-04-13,37,Male,Australia,Enterprise,99.99
C003761,2023-04-16,41,Female,India,Enterprise,99.99
C003762,2020-04-18,37,Non-Binary,Australia,Standard,19.99
C003763,2024-05-05,28,Male,Germany,Standard,19.99
C003764,2024-02-04,47,Male,Australia,Basic,9.99
C003765,2023-05-16,40,Male,India,Basic,9.99
C003766,2022-10-10,38,Non-Binary,USA,Basic,9.99
C003767,2022-04-06,26,Non-Binary,France,Standard,19.99
C003768,2024-07-06,53,Female,UK,Standard,19.99
C003769,2024-10-01,45,Female,USA,Basic,9.99
C003770,2020-12-29,31,Non-Binary,UK,Basic,9.99
C003771,2020-07-04,50,Male,USA,Basic,9.99
C003772,2021-12-20,32,Non-Binary,Germany,Basic,9.99
C003773,2024-03-19,28,Male,Canada,Basic,9.99
C003774,2023-05-26,28,Male,Brazil,Basic,9.99
C003775,2022-02-03,18,Male,USA,Enterprise,99.99
C003776,2022-12-19,43,Male,USA,Basic,9.99
C003777,2020-02-26,18,Non-Binary,Germany,Premium,39.99
C003778,2020-12-19,23,Male,Germany,Standard,19.99
C003779,2023-01-01,18,Male,Brazil,Basic,9.99
C003780,2023-10-31,36,Male,Germany,Standard,19.99
C003781,2022-06-21,36,Non-Binary,India,Premium,39.99
C003782,2022-11-05,34,Male,India,Standard,19.99
C003783,2023-06-28,25,Male,Brazil,Premium,39.99
C003784,2024-06-13,23,Male,India,Basic,9.99
C003785,2021-08-19,43,Male,UK,Basic,9.99
C003786,2022-11-27,31,Male,India,Standard,19.99
C003787,2023-05-20,41,Male,Brazil,Enterprise,99.99
C003788,2022-07-20,27,Non-Binary,Canada,Basic,9.99
C003789,2022-07-06,40,Male,France,Basic,9.99
C003790,2021-05-19,53,Female,USA,Enterprise,99.99
C003791,2022-10-02,45,Male,Australia,Basic,9.99
C003792,2020-04-30,33,Female,India,Enterprise,99.99
C003793,2023-12-20,41,Non-Binary,USA,Standard,19.99
C003794,2023-09-20,35,Non-Binary,UK,Standard,19.99
C003795,2023-03-23,38,Non-Binary,Canada,Basic,9.99
C003796,2023-01-23,34,Non-Binary,USA,Basic,9.99
C003797,2022-07-06,36,Male,USA,Standard,19.99
C003798,2022-04-07,40,Female,UK,Standard,19.99
C003799,2022-10-03,26,Male,UK,Standard,19.99
C003800,2022-03-07,25,Female,Canada,Premium,39.99
C003801,2021-08-11,21,Non-Binary,France,Standard,19.99
C003802,2020-03-26,18,Male,Brazil,Basic,9.99
C003803,2023-04-18,23,Non-Binary,India,Standard,19.99
C003804,2023-08-05,39,Female,Australia,Standard,19.99
C003805,2020-04-06,27,Female,UK,Basic,9.99
C003806,2023-01-06,44,Male,India,Standard,19.99
C003807,2022-06-07,38,Non-Binary,Canada,Premium,39.99
C003808,2022-11-07,18,Female,France,Basic,9.99
C003809,2021-03-15,45,Male,Canada,Basic,9.99
C003810,2021-03-29,47,Non-Binary,UK,Premium,39.99
C003811,2022-10-11,26,Male,Germany,Standard,19.99
C003812,2020-04-02,43,Female,USA,Standard,19.99
C003813,2021-08-17,27,Male,India,Standard,19.99
C003814,2024-08-29,39,Female,Brazil,Enterprise,99.99
C003815,2024-08-19,22,Male,UK,Premium,39.99
C003816,2020-04-01,18,Male,USA,Basic,9.99
C003817,2023-10-01,33,Female,India,Standard,19.99
C003818,2023-03-14,36,Non-Binary,India,Standard,19.99
C003819,2021-02-23,33,Non-Binary,Australia,Basic,9.99
C003820,2023-11-14,23,Male,UK,Standard,19.99
C003821,2021-07-23,33,Male,India,Standard,19.99
C003822,2023-05-14,41,Male,Germany,Basic,9.99
C003823,2023-11-26,37,Female,USA,Standard,19.99
C003824,2020-05-24,40,Non-Binary,USA,Basic,9.99
C003825,2024-06-08,29,Female,USA,Standard,19.99
C003826,2020-12-08,52,Non-Binary,USA,Standard,19.99
C003827,2023-11-24,23,Female,USA,Basic,9.99
C003828,2024-10-18,43,Non-Binary,USA,Premium,39.99
C003829,2022-03-19,52,Male,Brazil,Standard,19.99
C003830,2022-10-16,43,Male,USA,Enterprise,99.99
C003831,2022-08-18,35,Female,USA,Basic,9.99
C003832,2024-09-02,31,Female,USA,Premium,39.99
C003833,2024-07-09,50,Male,USA,Standard,19.99
C003834,2022-06-16,20,Non-Binary,USA,Standard,19.99
C003835,2020-03-25,26,Non-Binary,Brazil,Premium,39.99
C003836,2021-01-22,33,Male,France,Basic,9.99
C003837,2020-01-30,52,Male,UK,Enterprise,99.99
C003838,2020-12-25,42,Female,Canada,Enterprise,99.99
C003839,2020-04-25,26,Female,UK,Enterprise,99.99
C003840,2022-11-01,34,Male,USA,Standard,19.99
C003841,2021-11-18,30,Non-Binary,France,Basic,9.99
C003842,2022-06-21,29,Male,India,Standard,19.99
C003843,2021-08-12,49,Non-Binary,USA,Standard,19.99
C003844,2021-10-12,21,Male,USA,Basic,9.99
C003845,2022-11-26,57,Non-Binary,USA,Premium,39.99
C003846,2024-01-22,47,Female,UK,Basic,9.99
C003847,2020-07-31,51,Non-Binary,USA,Basic,9.99
C003848,2023-02-26,32,Male,India,Premium,39.99
C003849,2020-09-02,36,Male,Australia,Basic,9.99
C003850,2023-01-22,20,Male,USA,Premium,39.99
C003851,2022-09-02,31,Non-Binary,Germany,Basic,9.99
C003852,2023-06-15,43,Female,UK,Premium,39.99
C003853,2023-10-30,53,Female,Germany,Basic,9.99
C003854,2023-07-27,24,Female,Canada,Premium,39.99
C003855,2022-07-19,33,Non-Binary,India,Basic,9.99
C003856,2021-08-10,36,Non-Binary,Australia,Enterprise,99.99
C003857,2022-03-06,21,Female,India,Basic,9.99
C003858,2020-02-12,45,Female,India,Basic,9.99
C003859,2022-07-30,29,Female,France,Standard,19.99
C003860,2021-04-09,35,Female,USA,Standard,19.99
C003861,2021-03-02,32,Female,UK,Standard,19.99
C003862,2024-02-11,28,Female,UK,Basic,9.99
C003863,2022-01-14,37,Female,UK,Basic,9.99
C003864,2024-01-21,35,Non-Binary,USA,Basic,9.99
C003865,2021-01-26,33,Non-Binary,USA,Premium,39.99
C003866,2023-09-12,29,Non-Binary,UK,Standard,19.99
C003867,2024-11-01,41,Female,UK,Basic,9.99
C003868,2022-03-15,57,Male,Canada,Standard,19.99
C003869,2022-07-15,39,Female,India,Enterprise,99.99
C003870,2023-07-01,49,Female,USA,Basic,9.99
C003871,2023-02-03,21,Male,France,Enterprise,99.99
C003872,2022-06-03,39,Male,Brazil,Basic,9.99
C003873,2021-02-26,24,Female,Germany,Basic,9.99
C003874,2024-03-07,20,Non-Binary,Germany,Basic,9.99
C003875,2022-04-03,29,Non-Binary,Australia,Basic,9.99
C003876,2022-04-22,52,Female,Canada,Premium,39.99
C003877,2020-09-24,49,Female,UK,Enterprise,99.99
C003878,2023-06-08,40,Non-Binary,Australia,Premium,39.99
C003879,2023-10-16,19,Male,Australia,Basic,9.99
C003880,2020-01-18,35,Male,UK,Basic,9.99
C003881,2021-12-31,41,Male,Australia,Enterprise,99.99
C003882,2021-09-21,40,Male,UK,Enterprise,99.99
C003883,2023-04-09,18,Female,Canada,Premium,39.99
C003884,2021-08-16,27,Female,USA,Standard,19.99
C003885,2020-11-07,37,Male,UK,Standard,19.99
C003886,2023-06-20,44,Female,USA,Standard,19.99
C003887,2022-08-19,18,Non-Binary,Brazil,Standard,19.99
C003888,2021-05-25,36,Male,France,Basic,9.99
C003889,2022-06-30,39,Male,Australia,Basic,9.99
C003890,2022-02-19,48,Female,UK,Basic,9.99
C003891,2020-02-10,46,Non-Binary,France,Premium,39.99
C003892,2022-06-22,44,Non-Binary,Germany,Standard,19.99
C003893,2020-02-10,28,Female,Brazil,Standard,19.99
C003894,2021-11-26,18,Male,India,Basic,9.99
C003895,2020-10-03,33,Non-Binary,UK,Basic,9.99
C003896,2020-11-02,50,Male,Brazil,Premium,39.99
C003897,2023-10-01,54,Male,Brazil,Basic,9.99
C003898,2023-12-27,46,Male,UK,Enterprise,99.99
C003899,2022-10-10,43,Male,Germany,Standard,19.99
C003900,2020-12-12,42,Female,India,Basic,9.99
C003901,2021-07-27,31,Non-Binary,India,Basic,9.99
C003902,2021-10-14,36,Male,USA,Basic,9.99
C003903,2021-09-19,58,Female,UK,Standard,19.99
C003904,2020-03-23,26,Female,Australia,Premium,39.99
C003905,2022-07-27,57,Non-Binary,USA,Standard,19.99
C003906,2020-09-24,34,Non-Binary,USA,Standard,19.99
C003907,2021-09-11,53,Female,USA,Standard,19.99
C003908,2022-03-06,21,Male,France,Basic,9.99
C003909,2022-02-07,45,Female,UK,Standard,19.99
C003910,2024-05-24,29,Female,UK,Basic,9.99
C003911,2021-12-10,21,Non-Binary,USA,Basic,9.99
C003912,2021-07-30,40,Female,USA,Standard,19.99
C003913,2023-10-07,50,Male,India,Enterprise,99.99
C003914,2024-10-30,27,Non-Binary,India,Basic,9.99
C003915,2020-09-20,20,Male,USA,Basic,9.99
C003916,2020-05-13,36,Male,Germany,Basic,9.99
C003917,2020-06-27,36,Male,USA,Basic,9.99
C003918,2024-07-10,44,Female,India,Standard,19.99
C003919,2020-11-15,49,Non-Binary,Germany,Premium,39.99
C003920,2022-08-01,37,Non-Binary,India,Premium,39.99
C003921,2020-08-04,60,Non-Binary,USA,Premium,39.99
C003922,2021-02-12,40,Non-Binary,Brazil,Basic,9.99
C003923,2024-01-10,33,Male,USA,Premium,39.99
C003924,2021-04-22,18,Male,USA,Basic,9.99
C003925,2021-10-18,34,Non-Binary,Canada,Standard,19.99
C003926,2021-02-08,33,Non-Binary,Brazil,Standard,19.99
C003927,2021-01-16,49,Female,USA,Standard,19.99
C003928,2024-10-29,43,Male,UK,Standard,19.99
C003929,2020-06-11,23,Male,Brazil,Basic,9.99
C003930,2023-01-15,40,Non-Binary,Brazil,Standard,19.99
C003931,2023-12-10,46,Male,USA,Premium,39.99
C003932,2024-03-28,56,Male,USA,Standard,19.99
C003933,2023-04-28,48,Female,Germany,Standard,19.99
C003934,2021-08-07,47,Male,UK,Premium,39.99
C003935,2024-02-15,38,Male,Canada,Standard,19.99
C003936,2023-10-31,42,Female,USA,Basic,9.99
C003937,2020-05-06,52,Male,Canada,Enterprise,99.99
C003938,2020-05-03,22,Non-Binary,Australia,Standard,19.99
C003939,2023-10-12,33,Non-Binary,UK,Enterprise,99.99
C003940,2023-10-13,28,Male,UK,Premium,39.99
C003941,2022-01-10,42,Non-Binary,France,Standard,19.99
C003942,2020-05-14,52,Non-Binary,USA,Premium,39.99
C003943,2022-07-12,30,Female,Australia,Standard,19.99
C003944,2022-10-20,18,Female,Australia,Basic,9.99
C003945,2024-03-05,33,Male,USA,Basic,9.99
C003946,2023-11-15,48,Female,UK,Premium,39.99
C003947,2021-10-26,44,Female,Canada,Premium,39.99
C003948,2022-07-15,43,Male,USA,Premium,39.99
C003949,2022-05-09,34,Male,India,Premium,39.99
C003950,2022-02-20,22,Non-Binary,USA,Basic,9.99
C003951,2022-06-08,44,Non-Binary,India,Basic,9.99
C003952,2021-01-11,27,Male,USA,Basic,9.99
C003953,2020-11-02,64,Female,UK,Basic,9.99
C003954,2022-03-14,44,Male,UK,Enterprise,99.99
C003955,2023-01-30,31,Female,USA,Standard,19.99
C003956,2024-01-22,30,Female,UK,Enterprise,99.99
C003957,2020-11-23,36,Female,Brazil,Basic,9.99
C003958,2020-08-05,35,Male,Brazil,Premium,39.99
C003959,2023-05-29,51,Female,USA,Standard,19.99
C003960,2022-10-09,40,Male,UK,Basic,9.99
C003961,2021-09-22,29,Non-Binary,USA,Standard,19.99
C003962,2023-11-01,60,Non-Binary,UK,Basic,9.99
C003963,2020-09-22,38,Non-Binary,USA,Premium,39.99
C003964,2024-07-10,47,Non-Binary,India,Basic,9.99
C003965,2022-08-27,30,Male,USA,Basic,9.99
C003966,2021-05-19,42,Male,Brazil,Standard,19.99
C003967,2021-10-02,41,Non-Binary,India,Enterprise,99.99
C003968,2024-05-30,18,Female,Germany,Standard,19.99
C003969,2021-11-09,62,Non-Binary,USA,Basic,9.99
C003970,2021-10-21,53,Non-Binary,Germany,Enterprise,99.99
C003971,2023-12-21,33,Non-Binary,Germany,Premium,39.99
C003972,2021-05-25,24,Female,Germany,Premium,39.99
C003973,2021-10-03,42,Non-Binary,India,Basic,9.99
C003974,2020-10-30,39,Non-Binary,UK,Standard,19.99
C003975,2022-08-05,42,Non-Binary,India,Enterprise,99.99
C003976,2024-01-30,40,Female,USA,Basic,9.99
C003977,2021-01-30,44,Female,France,Basic,9.99
C003978,2024-05-11,55,Male,Canada,Basic,9.99
C003979,2020-01-07,44,Female,UK,Standard,19.99
C003980,2023-02-24,25,Male,Australia,Enterprise,99.99
C003981,2022-09-19,54,Female,Germany,Standard,19.99
C003982,2024-08-14,57,Non-Binary,USA,Enterprise,99.99
C003983,2023-05-24,75,Male,USA,Basic,9.99
C003984,2021-02-03,24,Non-Binary,Australia,Basic,9.99
C003985,2024-06-07,40,Female,UK,Premium,39.99
C003986,2020-01-23,18,Female,USA,Basic,9.99
C003987,2020-02-21,44,Male,France,Premium,39.99
C003988,2020-06-10,31,Female,Canada,Enterprise,99.99
C003989,2020-10-29,61,Female,Germany,Standard,19.99
C003990,2023-05-01,28,Female,Australia,Basic,9.99
C003991,2021-07-14,18,Female,USA,Premium,39.99
C003992,2022-07-17,32,Female,USA,Basic,9.99
C003993,2020-02-04,18,Male,USA,Basic,9.99
C003994,2022-09-04,47,Female,USA,Premium,39.99
C003995,2022-02-07,18,Non-Binary,USA,Standard,19.99
C003996,2021-10-25,38,Female,USA,Standard,19.99
C003997,2024-04-06,18,Male,Germany,Basic,9.99
C003998,2024-03-29,34,Non-Binary,USA,Standard,19.99
C003999,2024-01-20,57,Non-Binary,France,Standard,19.99
C004000,2020-05-19,42,Male,USA,Standard,19.99
C004001,2024-01-01,27,Male,USA,Basic,9.99
C004002,2022-01-01,37,Female,USA,Basic,9.99
C004003,2020-05-22,38,Female,UK,Basic,9.99
C004004,2022-05-02,43,Non-Binary,Australia,Standard,19.99
C004005,2023-01-27,21,Male,India,Standard,19.99
C004006,2020-08-24,45,Female,USA,Basic,9.99
C004007,2023-10-31,18,Non-Binary,USA,Standard,19.99
C004008,2023-11-29,30,Male,Canada,Basic,9.99
C004009,2024-04-02,32,Male,Brazil,Enterprise,99.99
C004010,2020-10-08,45,Non-Binary,UK,Basic,9.99
C004011,2023-07-23,38,Non-Binary,UK,Standard,19.99
C004012,2021-08-16,21,Female,USA,Premium,39.99
C004013,2022-04-29,26,Non-Binary,USA,Basic,9.99
C004014,2020-03-14,40,Male,USA,Standard,19.99
C004015,2021-12-16,37,Non-Binary,USA,Premium,39.99
C004016,2022-11-08,31,Male,UK,Basic,9.99
C004017,2020-01-16,32,Non-Binary,Australia,Basic,9.99
C004018,2023-02-13,46,Female,Canada,Basic,9.99
C004019,2021-02-16,31,Non-Binary,USA,Basic,9.99
C004020,2021-06-17,36,Female,USA,Basic,9.99
C004021,2020-02-29,64,Female,Germany,Standard,19.99
C004022,2022-11-14,20,Female,USA,Basic,9.99
C004023,2022-03-04,18,Male,Australia,Premium,39.99
C004024,2021-02-13,47,Non-Binary,Australia,Basic,9.99
C004025,2023-11-13,29,Non-Binary,USA,Standard,19.99
C004026,2021-09-13,34,Female,Canada,Standard,19.99
C004027,2021-04-15,28,Non-Binary,India,Premium,39.99
C004028,2021-03-20,34,Non-Binary,USA,Basic,9.99
C004029,2024-08-25,57,Male,India,Basic,9.99
C004030,2024-01-14,47,Female,France,Standard,19.99
C004031,2022-03-11,48,Non-Binary,Australia,Enterprise,99.99
C004032,2022-09-10,21,Non-Binary,Germany,Premium,39.99
C004033,2023-09-28,24,Male,USA,Basic,9.99
C004034,2020-01-01,18,Male,Germany,Premium,39.99
C004035,2021-07-15,28,Male,UK,Basic,9.99
C004036,2023-03-09,49,Male,USA,Basic,9.99
C004037,2023-08-15,44,Male,Brazil,Premium,39.99
C004038,2022-02-02,35,Male,USA,Standard,19.99
C004039,2021-09-01,37,Male,India,Basic,9.99
C004040,2021-06-22,29,Female,Brazil,Premium,39.99
C004041,2024-06-27,40,Male,USA,Standard,19.99
C004042,2023-10-28,47,Male,India,Enterprise,99.99
C004043,2020-12-23,18,Male,USA,Premium,39.99
C004044,2022-07-21,41,Non-Binary,France,Basic,9.99
C004045,2020-02-16,49,Non-Binary,Germany,Basic,9.99
C004046,2023-11-17,33,Male,USA,Basic,9.99
C004047,2022-02-11,46,Male,USA,Standard,19.99
C004048,2022-08-11,71,Female,USA,Basic,9.99
C004049,2020-03-31,36,Non-Binary,USA,Premium,39.99
C004050,2021-07-29,42,Non-Binary,USA,Standard,19.99
C004051,2024-06-30,29,Female,USA,Basic,9.99
C004052,2021-01-20,40,Male,France,Premium,39.99
C004053,2023-08-24,43,Male,India,Premium,39.99
C004054,2022-06-10,40,Non-Binary,Brazil,Standard,19.99
C004055,2021-04-19,25,Non-Binary,India,Basic,9.99
C004056,2022-01-15,40,Male,Germany,Standard,19.99
C004057,2022-08-25,55,Non-Binary,USA,Standard,19.99
C004058,2022-01-30,43,Non-Binary,Germany,Basic,9.99
C004059,2024-02-14,49,Non-Binary,UK,Basic,9.99
C004060,2022-04-02,35,Female,Canada,Basic,9.99
C004061,2021-08-21,46,Male,India,Premium,39.99
C004062,2022-10-09,41,Non-Binary,Canada,Basic,9.99
C004063,2022-06-03,26,Male,Germany,Premium,39.99
C004064,2021-11-12,41,Female,Germany,Standard,19.99
C004065,2023-01-09,26,Non-Binary,USA,Basic,9.99
C004066,2022-11-03,30,Non-Binary,USA,Basic,9.99
C004067,2023-07-19,40,Non-Binary,USA,Premium,39.99
C004068,2020-10-12,41,Male,India,Basic,9.99
C004069,2024-08-13,23,Female,India,Enterprise,99.99
C004070,2023-01-19,50,Male,Canada,Standard,19.99
C004071,2021-06-05,44,Non-Binary,France,Basic,9.99
C004072,2021-04-09,29,Non-Binary,France,Basic,9.99
C004073,2020-08-27,19,Female,Australia,Premium,39.99
C004074,2023-01-28,36,Female,Canada,Premium,39.99
C004075,2021-03-24,32,Non-Binary,UK,Standard,19.99
C004076,2024-03-19,39,Male,USA,Standard,19.99
C004077,2020-11-14,33,Non-Binary,India,Basic,9.99
C004078,2020-01-02,18,Non-Binary,Australia,Standard,19.99
C004079,2020-05-27,33,Non-Binary,Brazil,Basic,9.99
C004080,2022-04-11,34,Female,India,Standard,19.99
C004081,2020-07-16,45,Male,USA,Basic,9.99
C004082,2020-09-04,29,Male,USA,Premium,39.99
C004083,2020-05-26,58,Male,USA,Enterprise,99.99
C004084,2022-05-14,18,Female,France,Basic,9.99
C004085,2023-05-08,53,Female,UK,Basic,9.99
C004086,2021-09-14,35,Female,Germany,Enterprise,99.99
C004087,2023-07-24,48,Non-Binary,Germany,Standard,19.99
C004088,2020-03-05,38,Female,UK,Basic,9.99
C004089,2023-12-05,51,Female,India,Basic,9.99
C004090,2023-01-08,33,Male,UK,Standard,19.99
C004091,2021-12-19,24,Non-Binary,Canada,Basic,9.99
C004092,2020-03-20,55,Female,Australia,Basic,9.99
C004093,2021-05-31,36,Non-Binary,USA,Basic,9.99
C004094,2024-08-28,40,Non-Binary,Germany,Basic,9.99
C004095,2022-02-16,52,Non-Binary,UK,Standard,19.99
C004096,2022-08-19,25,Male,UK,Standard,19.99
C004097,2023-12-12,45,Female,USA,Standard,19.99
C004098,2020-01-22,30,Non-Binary,USA,Premium,39.99
C004099,2024-05-18,36,Male,Brazil,Standard,19.99
C004100,2022-10-25,38,Male,Canada,Standard,19.99
C004101,2022-03-05,19,Non-Binary,France,Basic,9.99
C004102,2023-04-14,28,Male,France,Standard,19.99
C004103,2022-07-14,54,Female,India,Basic,9.99
C004104,2023-05-16,48,Female,UK,Standard,19.99
C004105,2024-09-10,37,Male,USA,Standard,19.99
C004106,2020-01-12,40,Female,Australia,Premium,39.99
C004107,2020-12-27,34,Female,USA,Basic,9.99
C004108,2021-11-27,54,Non-Binary,Germany,Standard,19.99
C004109,2024-01-01,35,Female,India,Enterprise,99.99
C004110,2020-08-25,40,Male,USA,Basic,9.99
C004111,2023-05-24,51,Non-Binary,USA,Standard,19.99
C004112,2024-06-14,28,Non-Binary,UK,Premium,39.99
C004113,2023-11-21,56,Female,Germany,Basic,9.99
C004114,2022-08-28,19,Male,USA,Standard,19.99
C004115,2022-05-14,57,Male,USA,Basic,9.99
C004116,2023-09-23,33,Female,Canada,Standard,19.99
C004117,2021-05-13,35,Male,USA,Basic,9.99
C004118,2023-03-14,18,Male,France,Standard,19.99
C004119,2023-01-23,32,Female,Germany,Standard,19.99
C004120,2024-06-05,25,Non-Binary,USA,Standard,19.99
C004121,2023-02-20,30,Male,USA,Basic,9.99
C004122,2020-09-29,36,Non-Binary,France,Basic,9.99
C004123,2020-05-02,49,Non-Binary,Australia,Basic,9.99
C004124,2023-09-25,40,Female,Germany,Basic,9.99
C004125,2024-07-19,41,Male,UK,Basic,9.99
C004126,2022-09-10,24,Male,USA,Standard,19.99
C004127,2022-09-07,27,Male,USA,Basic,9.99
C004128,2023-07-21,59,Non-Binary,Canada,Premium,39.99
C004129,2020-10-26,29,Non-Binary,USA,Standard,19.99
C004130,2024-10-29,57,Male,Canada,Enterprise,99.99
C004131,2020-05-28,35,Non-Binary,USA,Standard,19.99
C004132,2022-04-26,38,Non-Binary,UK,Basic,9.99
C004133,2021-06-21,50,Female,USA,Standard,19.99
C004134,2021-10-18,53,Female,USA,Standard,19.99
C004135,2022-02-04,36,Female,UK,Premium,39.99
C004136,2021-04-05,33,Non-Binary,India,Standard,19.99
C004137,2024-06-06,37,Non-Binary,India,Standard,19.99
C004138,2024-03-27,42,Non-Binary,USA,Standard,19.99
C004139,2021-08-12,48,Female,Australia,Standard,19.99
C004140,2020-03-04,38,Female,USA,Basic,9.99
C004141,2024-05-10,45,Male,Australia,Basic,9.99
C004142,2021-07-22,57,Female,USA,Standard,19.99
